,pT_{Z}(GeV),#eta_{Z},#phi_{Z},Energy_{Z}(GeV),Mass_{Z}(GeV)
0,134.4001240621099,0.2817592358907722,0.028092348428251073,172.28162815102766,100.72334597707949
0,102.3236014064636,0.22843968339046494,-1.757601901440609,141.40366667533004,94.70441922565577
0,100.28821795269305,-1.7825654108691404,2.348600047195748,319.92639887380074,91.55670248844713
0,40.53900079686298,-2.2430064012058097,-1.9557487651467733,222.92263999540222,111.34671741822183
0,46.582044420833995,1.5365872523648492,0.9090929917798762,242.02059195956264,213.87120527811786
0,95.60504920886474,0.23558098710901304,0.2350659046324649,139.18727602360153,98.5700000797933
0,48.547296272963656,1.1297536709096525,0.21342444277737996,98.20777625414519,52.54675878608698
0,30.66215029880765,2.0005034787746503,-3.0713079612933787,149.52553735165813,95.0669359658242
0,59.8903226071117,-1.4907547178204759,1.1873563576303845,156.88133876281546,71.35732682206503
0,142.40709099420027,-1.6718476286909094,1.1076114349140254,443.62842489226,207.09470113903592
0,281.032249869718,-1.276386145360852,-0.1958448709901947,638.5755652784757,336.4168203612668
0,38.392947320495935,1.2966639452774829,2.739625225400131,111.08525832605679,81.5286192976993
0,117.65281687310409,0.7861518300729086,3.004986003481154,195.6287887499894,118.14925215891422
0,49.442332320154094,-3.1239427622151954,2.8395800834303153,690.3138639264516,399.2519846359541
0,49.78492625537805,-0.9876378856186224,1.419919880328106,80.98685769210223,27.693693953646296
0,24.75227237781015,2.264073175199932,2.8001088413396347,154.51279844567446,96.8752404834166
0,57.52844058725456,0.7002040888166844,-2.040794362949369,144.73725933515163,125.43366628750374
0,58.225541394185,0.015503072098050415,2.8617660318462566,96.97043327061637,77.53861212989311
0,54.19519805242412,-0.11762899738256992,-2.8088986031653467,310.2208241899899,305.3833865701803
0,44.915147349048794,3.496363194125398,-2.037075424877827,774.1119490018467,221.74221877237568
0,59.4184531114392,-0.9155022756527883,-1.5922932011654574,89.20218829870835,23.291906576057187
0,112.31196487329588,-0.6679659290218697,1.3173869833091933,155.86410413205323,71.85469825036311
0,7.026682602208144,5.214373092376297,1.3397196529612336,662.2153503150676,145.1574675953393
0,14.568413273211078,-2.5680716771945544,-2.5794699482738723,121.96463112189883,75.80029609679475
0,81.7139496080761,-0.43330733833142293,-2.1274483801549358,103.93126700998579,52.8243602073962
0,46.48856147501357,1.3739997796782175,-0.31552261965847667,131.18786044631804,87.52303646460017
0,192.05699536555255,-1.7363091090391045,-2.119788865899877,583.9460839273753,158.55247301640227
0,74.71995596850535,0.6627745571911944,3.0547423460793093,98.02039635492783,34.52020535521499
0,71.4996744858663,-1.2134149839319845,-0.11053632133532088,170.93455527720891,109.90161892114125
0,39.69179793156084,1.9364904177962714,0.14737033284098364,211.87915422070108,158.61248962637086
0,19.050378773035316,-2.9230033620304203,2.4972698175439763,192.61576935620565,74.43359045444129
0,44.74320574930737,1.3464788268875387,-2.5703120176520526,105.97827287068151,52.93079007162286
0,91.6595808080593,1.2001272780546344,1.6850771583085091,179.31411833907651,67.85043075087007
0,29.35536350663429,3.4943212017219203,2.7265318103762457,509.48433206581035,159.8713685539889
0,67.28847042519168,0.4275788363845697,0.6117687134201891,74.32634754827234,10.825818214285496
0,57.564622974695595,-0.2379878138185086,-2.5691099841597667,78.90204593926495,52.159329573086744
0,21.768614943530167,-0.7298813049268728,-1.7084242553428926,69.21740140138577,63.376614394623246
0,159.93696786875608,-0.4931034916650999,0.26305483278954883,258.3219406496745,185.49901189446877
